
Corrida;Generación;Mínimo;Máximo;Media;Varianza
1;0;19040.000000;48860.000000;30024.916016;18122624.000000;19040.000000;0.000000
1;0;17920.000000;48300.000000;29900.966797;18737024.000000;17920.000000;0.000000
1;1;19320.000000;48300.000000;29663.960938;17236672.000000;17920.000000;0.000000
1;2;19320.000000;47600.000000;29698.029297;18539456.000000;17920.000000;0.000000
1;3;19180.000000;53900.000000;29637.632812;17379520.000000;17920.000000;0.000000
1;4;19320.000000;53900.000000;29619.640625;17568512.000000;17920.000000;0.000000
1;5;19880.000000;47740.000000;29692.433594;17150208.000000;17920.000000;0.000000
1;6;19600.000000;50680.000000;29545.267578;17272064.000000;17920.000000;0.000000
1;7;19460.000000;50680.000000;29576.626953;18234944.000000;17920.000000;0.000000
1;8;19460.000000;49560.000000;29633.953125;18881856.000000;17920.000000;0.000000
1;9;17920.000000;58660.000000;29659.240234;18717632.000000;17920.000000;0.000000
1;10;17920.000000;52640.000000;29453.250000;17449536.000000;17920.000000;0.000000
1;11;19180.000000;54740.000000;29542.345703;18592704.000000;17920.000000;0.000000
1;12;19180.000000;49000.000000;29479.867188;18451136.000000;17920.000000;0.000000
1;13;17500.000000;48160.000000;29296.505859;17427584.000000;17500.000000;0.000000
1;14;19600.000000;46900.000000;29543.716797;18550272.000000;17500.000000;0.000000
1;15;19180.000000;48300.000000;29418.333984;17977920.000000;17500.000000;0.000000
1;16;19460.000000;49000.000000;29507.845703;18369984.000000;17500.000000;0.000000
1;17;17920.000000;49000.000000;29409.433594;18261504.000000;17500.000000;0.000000
1;18;19040.000000;50820.000000;29338.039062;17886464.000000;17500.000000;0.000000
1;19;19040.000000;46900.000000;29407.787109;17161216.000000;17500.000000;0.000000
1;20;19040.000000;46200.000000;29465.244141;17993536.000000;17500.000000;0.000000
1;21;19320.000000;46900.000000;29357.533203;18020864.000000;17500.000000;0.000000
1;22;18620.000000;46200.000000;29375.806641;17044352.000000;17500.000000;0.000000
1;23;18620.000000;46060.000000;29316.824219;18736576.000000;17500.000000;0.000000
1;24;19040.000000;46340.000000;29424.849609;17702656.000000;17500.000000;0.000000
1;25;18760.000000;46340.000000;29359.113281;17581760.000000;17500.000000;0.000000
1;26;19320.000000;51240.000000;29345.562500;17802880.000000;17500.000000;0.000000
1;27;19460.000000;49140.000000;29382.787109;17695296.000000;17500.000000;0.000000
1;28;19460.000000;52640.000000;29335.994141;17944960.000000;17500.000000;0.000000
1;29;16520.000000;49140.000000;29505.820312;18840704.000000;16520.000000;0.000000
1;30;18900.000000;45920.000000;29466.914062;17821952.000000;16520.000000;0.000000
1;31;18620.000000;50400.000000;29474.496094;18763264.000000;16520.000000;0.000000
1;32;18620.000000;46200.000000;29399.759766;17551488.000000;16520.000000;0.000000
1;33;18760.000000;52920.000000;29463.060547;17687296.000000;16520.000000;0.000000
1;34;18200.000000;49840.000000;29605.859375;18597056.000000;16520.000000;0.000000
1;35;18760.000000;50120.000000;29475.980469;18778240.000000;16520.000000;0.000000
1;36;17920.000000;50120.000000;29481.429688;17976000.000000;16520.000000;0.000000
1;37;19460.000000;46760.000000;29442.546875;17360320.000000;16520.000000;0.000000
1;38;19320.000000;45080.000000;29327.126953;17355136.000000;16520.000000;0.000000
1;39;19040.000000;45360.000000;29367.966797;17172480.000000;16520.000000;0.000000
1;40;19040.000000;46060.000000;29465.333984;17858432.000000;16520.000000;0.000000
1;41;17220.000000;49840.000000;29391.039062;17580032.000000;16520.000000;0.000000
1;42;17220.000000;49980.000000;29509.947266;18741952.000000;16520.000000;0.000000
1;43;18900.000000;49140.000000;29635.052734;18419200.000000;16520.000000;0.000000
1;44;19180.000000;48580.000000;29714.707031;18940160.000000;16520.000000;0.000000
1;45;19740.000000;46200.000000;29466.220703;17862016.000000;16520.000000;0.000000
1;46;19040.000000;51100.000000;29427.173828;17742272.000000;16520.000000;0.000000
1;47;19460.000000;48720.000000;29478.410156;17722624.000000;16520.000000;0.000000
1;48;18900.000000;47180.000000;29482.
