CORRIDA;TIPO_PROBLEMA;ARCHIVO_PROBLEMA;TIEMPO_CPU;TIEMPO_IO;TIEMPO_TOTAL;MAXIMO_GENERACIONES;TAMANO_POBLACION;PROBABILIDAD_CRUZAMIENTO;PROBABILIDAD_MUTACION;SEMILLA
1;0;problema1.txt;7.363000;0.777000;8.140000;1000;500;0.900000;0.100000;0.070955
