
Corrida;Generación;Mínimo;Máximo;Media;Varianza
1;189;88,000000;1221,000000;152,384003;29143,195312
1;190;88,000000;1288,000000;152,350006;28475,171875
1;191;88,000000;1692,000000;152,531998;31691,078125
1;192;88,000000;1318,000000;149,328003;26635,187500
1;193;88,000000;1214,000000;144,033997;24254,488281
1;194;88,000000;1426,000000;147,820007;29695,716797
1;195;88,000000;1326,000000;156,429993;33851,121094
1;196;88,000000;1404,000000;139,151993;23503,755859
1;197;88,000000;1200,000000;151,796005;31109,580078
1;198;88,000000;1075,000000;129,059998;17257,820312
1;199;88,000000;1730,000000;154,233994;36214,593750
1;200;88,000000;1065,000000;147,397995;27269,351562
1;201;88,000000;1073,000000;147,608002;26692,125000
1;202;88,000000;1518,000000;149,990005;29928,974609
1;203;88,000000;1293,000000;157,203995;35990,257812
1;204;88,000000;1413,000000;142,235992;25305,123047
1;205;88,000000;1529,000000;149,151993;30373,714844
1;206;88,000000;1260,000000;148,496002;31322,082031
1;207;88,000000;1156,000000;133,511993;19605,843750
1;208;88,000000;1060,000000;130,087997;17572,937500
1;209;88,000000;1091,000000;142,945999;24363,761719
1;210;88,000000;1297,000000;142,768005;25099,679688
1;211;88,000000;1592,000000;136,235992;22315,025391
1;212;88,000000;1048,000000;136,421997;18996,646484
1;213;88,000000;1194,000000;136,804001;20149,033203
1;214;88,000000;1830,000000;149,158005;34195,089844
1;215;88,000000;1083,000000;136,251999;21340,177734
1;216;88,000000;1078,000000;132,740005;20086,898438
1;217;88,000000;1321,000000;142,158005;26617,253906
1;218;88,000000;1540,000000;152,904007;35201,125000
1;219;88,000000;1074,000000;137,617996;19448,431641
1;220;52,000000;1541,000000;148,970001;29028,195312
1;221;52,000000;1876,000000;153,828003;36911,945312
1;222;52,000000;1000,000000;148,003998;25044,984375
1;223;52,000000;1172,000000;138,714005;20756,041016
1;224;52,000000;1074,000000;134,173996;17928,099609
1;225;88,000000;1001,000000;146,362000;24140,228516
1;226;56,000000;1320,000000;150,119995;34087,273438
1;227;56,000000;1560,000000;148,093994;26330,529297
1;228;78,000000;1323,000000;134,533997;18064,019531
1;229;56,000000;1638,000000;138,996002;24006,496094
1;230;56,000000;1250,000000;140,505997;22513,896484
1;231;52,000000;1043,000000;132,007996;17197,941406
1;232;88,000000;1119,000000;139,755997;23906,093750
1;233;88,000000;1020,000000;135,621994;20053,515625
1;234;88,000000;1194,000000;147,330002;28510,623047
1;235;88,000000;1329,000000;143,160004;27358,349609
1;236;88,000000;912,000000;136,235992;17134,902344
1;237;88,000000;1031,000000;144,533997;25209,884766
1;238;60,000000;1184,000000;147,261993;28146,521484
1;239;88,000000;1435,000000;149,880005;31674,736328
1;240;88,000000;1120,000000;147,384003;24678,595703
1;241;60,000000;1368,000000;126,550003;19713,904297
1;242;78,000000;1579,000000;147,393997;30036,169922
1;243;78,000000;1084,000000;124,903999;13320,531250
1;244;78,000000;1646,000000;140,856003;24644,017578
1;245;88,000000;1407,000000;136,283997;23931,679688
1;246;88,000000;1750,000000;146,580002;31593,759766
1;247;88,000000;1350,000000;140,496002;26717,570312
1;248;88,000000;1312,000000;143,544006;28406,853516
1;249;88,000000;972,000000;138,479996;20259,490234
1;250;88,000000;1594,000000;140,537994;29685,023438
1;251;88,000000;1579,000000;144,787994;29600,748047
1;252;88,000000;1568,000000;139,378006;25513,923828
1;253;88,000000;1055,000000;130,794006;20361,695312
1;254;88,000000;1208,000000;132,843994;23559,640625
1;255;88,000000;1545,000000;130,292007;20631,097656
1;256;88,000000;1337,000000;138,404007;23709,595703
1;257;88,000000;1409,000000;141,134003;26191,017578
1;258;88,000000;1378,000000;139,744003;23894,716797
1;259;88,000000;1321,000000;141,410004;27582,947266
1;260;88,000000;1428,000000;150,740005;32550,707031
1;261;88,000000;1656,000000;146,542007;29981,232422
1;262;88,000000;1160,000000;149,139999;26060,972656
1;263;88,000000;1119,000000;129,470001;16919,166016
1;264;88,000000;1314,000000;145,613998;26829,714844
1;265;88,000000;1089,000000;136,358002;20410,783203
1;266;88,000000;1353,000000;133,238007;20683,609375
1;267;88,000000;1604,000000;146,093994;28437,705078
1;268;88,000000;1698,000000;142,554001;28776,652344
1;269;88,000000;1790,000000;144,362000;28049,804688
1;270;88,000000;1318,000000;151,873993;30248,042969
1;271;88,000000;1095,000000;141,419998;23590,392578
1;272;88,000000;1308,000000;137,619995;20104,609375
1;273;88,000000;1069,000000;137,354004;21149,757812
1;274;88,000000;1475,000000;141,572006;25473,191406
1;275;88,000000;1043,000000;140,651993;24935,376953
1;276;88,000000;1417,000000;149,567993;30671,294922
1;277;88,000000;1248,000000;145,876007;28257,837891
1;278;88,000000;1495,000000;148,862000;33619,359375
1;279;88,000000;1470,000000;145,729996;29260,113281
1;280;88,000000;1806,000000;139,916000;26652,601562
1;281;88,000000;1304,000000;144,184006;25000,603516
1;282;88,000000;1177,000000;139,048004;22624,613281
1;283;88,000000;1250,000000;134,979996;20271,457031
1;284;88,000000;1604,000000;141,501999;26225,201172
1;285;88,000000;1158,000000;141,985992;23787,289062
1;286;88,000000;1374,000000;145,475998;27057,806641
1;287;88,000000;1237,000000;142,104004;24896,835938
1;288;88,000000;1294,000000;147,033997;28928,316406
1;289;52,000000;1135,000000;138,817993;21786,244141
1;290;52,000000;1583,000000;145,619995;31438,097656
1;291;56,000000;1380,000000;131,188004;19301,595703
1;292;88,000000;1451,000000;150,955994;31801,023438
1;293;56,000000;1472,000000;146,151993;26984,251953
1;294;56,000000;1231,000000;148,126007;24630,910156
1;295;56,000000;1458,000000;149,626007;29149,994141
1;296;56,000000;1200,000000;142,279999;22995,386719
1;297;88,000000;1266,000000;146,451996;24997,404297
1;298;52,000000;1151,000000;136,600006;20992,750000
1;299;52,000000;923,000000;142,528000;21326,544922
1;300;52,000000;1171,000000;142,481995;22667,681641
1;301;56,000000;1374,000000;134,408005;19854,607422
1;302;52,000000;1423,000000;148,388000;31119,640625
1;303;52,000000;1311,000000;138,138000;24325,052734
1;304;52,000000;958,000000;131,917999;16180,073242
1;305;52,000000;1063,000000;143,983994;25059,154297
1;306;52,000000;1142,000000;147,341995;23941,687500
1;307;52,000000;873,000000;150,373993;23994,029297
1;308;52,000000;1354,000000;143,888000;25856,042969
1;309;52,000000;1394,000000;148,498001;29708,255859
1;310;52,000000;1140,000000;137,393997;20665,033203
1;311;52,000000;1274,000000;132,723999;21204,251953
1;312;52,000000;923,000000;145,815994;23622,839844
1;313;52,000000;1230,000000;146,408005;26551,992188
1;314;52,000000;1555,000000;152,056000;33712,875000
1;315;88,000000;1134,000000;139,820007;20207,173828
1;316;88,000000;1515,000000;147,964005;26873,494141
1;317;88,000000;992,000000;135,248001;18127,802734
1;318;56,000000;972,000000;134,481995;20045,296875
1;319;56,000000;1550,000000;154,188004;32181,458984
1;320;52,000000;1654,000000;144,664001;28658,582031
1;321;52,000000;1258,000000;146,826004;26550,525391
1;322;52,000000;1276,000000;130,360001;19646,009766
1;323;52,000000;1728,000000;142,912003;29431,904297
1;324;52,000000;1403,000000;155,794006;31802,130859
1;325;52,000000;1290,000000;144,061996;26167,652344
1;326;52,000000;1088,000000;150,520004;26734,183594
1;327;52,000000;1594,000000;152,561996;33516,523438
1;328;52,000000;1756,000000;142,895996;26259,246094
1;329;52,000000;1836,000000;139,554001;25730,289062
1;330;52,000000;1210,000000;144,972000;24117,935547
1;331;52,000000;1434,000000;129,251999;19297,816406
1;332;52,000000;1172,000000;131,882004;18941,800781
1;333;52,000000;898,000000;125,641998;12739,049805
1;334;52,000000;1219,000000;128,828003;18458,365234
1;335;52,000000;1225,000000;130,779999;18151,431641
1;336;52,000000;1772,000000;149,925995;31697,339844
1;337;52,000000;1686,000000;151,647995;32428,964844
1;338;52,000000;1572,000000;134,138000;22349,277344
1;339;52,000000;1160,000000;140,865997;24181,050781
1;340;52,000000;1291,000000;145,802002;25531,583984
1;341;52,000000;1629,000000;129,436005;18856,105469
1;342;88,000000;1208,000000;139,121994;25713,015625
1;343;88,000000;994,000000;135,955994;21153,351562
1;344;88,000000;1015,000000;132,044006;16254,468750
1;345;88,000000;1256,000000;146,207993;24268,455078
1;346;88,000000;1109,000000;142,507996;20832,607422
1;347;88,000000;1254,000000;148,979996;24894,832031
1;348;88,000000;1232,000000;139,968002;20586,597656
1;349;88,000000;917,000000;140,953995;19374,259766
1;350;56,000000;1021,000000;138,891998;20488,755859
1;351;88,000000;1334,000000;141,667999;25192,041016
1;352;88,000000;1539,000000;142,130005;25248,197266
1;353;88,000000;1627,000000;152,195999;33403,011719
1;354;88,000000;1357,000000;142,233994;26240,091797
1;355;88,000000;1503,000000;146,009995;27958,457031
1;356;88,000000;1262,000000;138,878006;24069,955078
1;357;88,000000;1260,000000;149,016006;28112,693359
1;358;88,000000;1038,000000;139,785995;23365,068359
1;359;88,000000;1125,000000;136,893997;22000,361328
1;360;88,000000;1441,000000;145,462006;26960,324219
1;361;88,000000;1155,000000;143,822006;25449,623047
1;362;88,000000;1511,000000;134,095993;20187,152344
1;363;88,000000;1292,000000;134,285995;17930,671875
1;364;88,000000;1133,000000;127,954002;17758,724609
1;365;52,000000;768,000000;120,447998;11213,532227
1;366;88,000000;852,000000;126,603996;15215,843750
1;367;88,000000;1423,000000;131,804001;21423,769531
1;368;88,000000;1224,000000;157,729996;34014,894531
1;369;88,000000;1360,000000;145,016006;26581,509766
1;370;88,000000;1506,000000;135,968002;21018,685547
1;371;56,000000;1365,000000;142,712006;27156,218750
1;372;88,000000;1266,000000;135,746002;23414,847656
1;373;88,000000;1374,000000;145,751999;30227,611328
1;374;88,000000;1448,000000;148,123993;30457,658203
1;375;88,000000;1686,000000;159,164001;36026,125000
1;376;88,000000;1368,000000;143,391998;22321,798828
1;377;88,000000;1454,000000;147,352005;27451,603516
1;378;88,000000;1359,000000;143,485992;21103,601562
1;379;88,000000;1631,000000;140,712006;22879,443359
1;380;88,000000;1375,000000;132,945999;18586,041016
1;381;88,000000;1411,000000;150,246002;32804,882812
1;382;88,000000;1185,000000;143,664001;24181,261719
1;383;88,000000;1334,000000;132,701996;19265,332031
1;384;88,000000;1628,000000;146,014008;30862,646484
1;385;88,000000;1029,000000;131,919998;16279,274414
1;386;88,000000;1142,000000;134,080002;18579,373047
1;387;88,000000;1574,000000;155,873993;36231,648438
1;388;88,000000;1205,000000;139,776001;25954,662109
1;389;88,000000;1578,000000;140,087997;25372,904297
1;390;88,000000;1106,000000;127,295998;15734,016602
1;391;56,000000;1652,000000;138,966003;27453,857422
1;392;88,000000;1407,000000;139,300003;24203,708984
1;393;88,000000;1232,000000;137,539993;23190,021484
1;394;88,000000;1287,000000;147,386002;26221,951172
1;395;88,000000;999,000000;123,681999;13953,000977
1;396;88,000000;1267,000000;148,203995;30843,312500
1;397;88,000000;1720,000000;144,964005;31493,078125
1;398;88,000000;1328,000000;136,149994;23445,003906
1;399;88,000000;947,000000;136,371994;19435,919922
1;400;88,000000;1396,000000;142,882004;29700,140625
1;401;88,000000;1270,000000;135,533997;23477,359375
1;402;88,000000;998,000000;133,703995;20649,289062
1;403;88,000000;1241,000000;141,792007;25784,914062
1;404;56,000000;1557,000000;145,145996;29314,279297
1;405;88,000000;1412,000000;143,014008;30142,769531
1;406;88,000000;1383,000000;131,337997;22056,626953
1;407;88,000000;1627,000000;137,580002;24413,664062
1;408;88,000000;2176,000000;148,612000;33529,281250
1;409;88,000000;1181,000000;141,815994;23395,935547
1;410;52,000000;1217,000000;153,832001;32561,626953
1;411;52,000000;998,000000;123,113998;14904,737305
1;412;88,000000;1178,000000;129,251999;17349,751953
1;413;88,000000;1186,000000;141,473999;23245,027344
1;414;88,000000;1680,000000;149,576004;29719,218750
1;415;88,000000;1286,000000;153,244003;28755,218750
1;416;88,000000;1718,000000;149,774002;32757,373047
1;417;88,000000;1534,000000;155,481995;34926,886719
1;418;88,000000;1077,000000;143,914001;24958,167969
1;419;88,000000;942,000000;141,414001;22867,537109
1;420;88,000000;1122,000000;137,966003;21068,166016
1;421;88,000000;1000,000000;136,927994;18972,435547
1;422;88,000000;1746,000000;142,483994;27732,728516
1;423;88,000000;1332,000000;127,477997;16071,646484
1;424;88,000000;1195,000000;144,604004;25064,705078
1;425;88,000000;1546,000000;147,410004;30627,355469
1;426;52,000000;1754,000000;149,677994;31643,738281
1;427;52,000000;1428,000000;154,621994;30058,398438
1;428;52,000000;1036,000000;127,987999;17393,447266
1;429;52,000000;916,000000;134,307999;16285,013672
1;430;88,000000;1553,000000;145,522003;25734,210938
1;431;88,000000;1316,000000;144,503998;27495,115234
1;432;88,000000;1390,000000;129,539993;17735,958984
1;433;88,000000;1446,000000;141,802002;28038,343750
1;434;88,000000;1105,000000;142,891998;21990,076172
1;435;60,000000;1507,000000;150,796005;28441,845703
1;436;60,000000;1206,000000;153,914001;31532,560547
1;437;60,000000;1231,000000;153,755997;31513,044922
1;438;88,000000;1450,000000;152,302002;29559,603516
1;439;88,000000;1144,000000;150,427994;27357,570312
1;440;88,000000;1045,000000;133,128006;17469,429688
1;441;88,000000;1343,000000;148,190002;26627,554688
1;442;88,000000;1388,000000;144,179993;28739,169922
1;443;88,000000;1429,000000;153,658005;33375,074219
1;444;88,000000;1222,000000;134,171997;20017,771484
1;445;52,000000;1359,000000;129,123993;16497,257812
1;446;88,000000;1268,000000;145,509995;26565,017578
1;447;88,000000;1269,000000;142,365997;23218,578125
1;448;88,000000;1442,000000;143,072006;24345,609375
1;449;88,000000;1285,000000;142,373993;22291,054688
1;450;88,000000;1442,000000;147,244003;27543,355469
1;451;88,000000;1102,000000;128,231995;17418,332031
1;452;88,000000;979,000000;140,042007;20507,580078
1;453;88,000000;1099,000000;137,908005;22370,654297
1;454;88,000000;1422,000000;145,742004;31475,380859
1;455;88,000000;1493,000000;147,442001;28264,632812
1;456;88,000000;1407,000000;139,442001;22465,103516
1;457;88,000000;1078,000000;138,496002;21341,689453
1;458;88,000000;1403,000000;143,947998;28019,582031
1;459;88,000000;946,000000;133,718002;18261,431641
1;460;82,000000;1172,000000;141,242004;24667,767578
1;461;88,000000;1141,000000;142,873993;26498,966797
1;462;88,000000;1382,000000;148,832001;29895,099609
1;463;88,000000;859,000000;144,171997;21476,570312
1;464;88,000000;1597,000000;135,550003;20585,853516
1;465;88,000000;1197,000000;139,753998;20776,732422
1;466;88,000000;1467,000000;152,561996;32269,326172
1;467;88,000000;994,000000;143,156006;23061,677734
1;468;88,000000;1156,000000;145,369995;27394,220703
1;469;88,000000;1650,000000;157,078003;37973,667969
1;470;88,000000;1218,000000;145,850006;24904,119141
1;471;88,000000;1238,000000;152,376007;31199,697266
1;472;88,000000;1432,000000;146,300003;27276,685547
1;473;60,000000;1071,000000;139,141998;21320,033203
1;474;82,000000;1280,000000;137,348007;23028,556641
1;475;82,000000;1317,000000;143,169998;24125,351562
1;476;88,000000;1212,000000;144,238007;24477,166016
1;477;88,000000;1363,000000;150,714005;31702,281250
1;478;88,000000;1350,000000;147,815994;30338,015625
1;479;88,000000;1234,000000;149,783997;26450,753906
1;480;88,000000;1720,000000;143,115997;30324,931641
1;481;88,000000;1029,000000;139,244003;18843,691406
1;482;88,000000;1180,000000;149,326004;26938,343750
1;483;88,000000;1014,000000;142,404007;21756,322266
1;484;88,000000;1285,000000;140,188004;24256,980469
1;485;88,000000;1342,000000;136,386002;22900,386719
1;486;88,000000;1223,000000;146,972000;27454,080078
1;487;88,000000;1202,000000;145,975998;24598,832031
1;488;88,000000;1308,000000;153,710007;29382,257812
1;489;88,000000;1138,000000;146,020004;28110,333984
1;490;88,000000;1168,000000;138,279999;18335,830078
1;491;88,000000;1772,000000;131,796005;22210,460938
1;492;88,000000;1360,000000;131,701996;20767,248047
1;493;56,000000;1080,000000;141,278000;23047,958984
1;494;52,000000;1210,000000;135,776001;18643,804688
1;495;52,000000;1333,000000;132,770004;23341,869141
1;496;52,000000;1060,000000;130,658005;18237,310547
1;497;52,000000;1196,000000;159,914001;34787,566406
1;498;52,000000;1315,000000;130,087997;21090,496094
1;499;52,000000;1674,000000;138,794006;28012,640625
1;500;52,000000;1229,000000;141,240005;27608,820312
1;501;52,000000;1125,000000;138,386002;21985,634766
1;502;52,000000;1400,000000;143,108002;23162,451172
1;503;52,000000;1550,000000;149,380005;36489,878906
1;504;52,000000;1212,000000;135,794006;19760,716797
1;505;52,000000;1262,000000;133,889999;19749,796875
1;506;52,000000;1207,000000;141,751999;24394,714844
1;507;52,000000;1084,000000;139,022003;19054,123047
1;508;52,000000;1411,000000;146,565994;29944,089844
1;509;52,000000;1321,000000;152,880005;34326,312500
1;510;88,000000;1715,000000;131,828003;23083,785156
1;511;88,000000;1620,000000;141,811996;24347,453125
1;512;88,000000;1210,000000;140,164001;22442,011719
1;513;88,000000;1193,000000;134,332001;19927,269531
1;514;88,000000;1186,000000;141,425995;23299,664062
1;515;88,000000;1531,000000;146,945999;30892,169922
1;516;88,000000;1324,000000;143,246002;25950,015625
1;517;52,000000;1460,000000;137,692001;26123,904297
1;518;88,000000;1360,000000;134,419998;20170,119141
1;519;52,000000;1107,000000;135,972000;21034,574219
1;520;52,000000;1295,000000;143,210007;26190,478516
1;521;52,000000;1191,000000;135,813995;18396,439453
1;522;52,000000;1191,000000;142,261993;24956,750000
1;523;52,000000;1303,000000;136,307999;25917,529297
1;524;52,000000;1304,000000;135,028000;20282,412109
1;525;52,000000;1209,000000;130,397995;18358,833984
1;526;52,000000;1326,000000;140,792007;26554,650391
1;527;52,000000;1159,000000;137,738007;19461,105469
1;528;52,000000;979,000000;139,654007;20876,470703
1;529;52,000000;1184,000000;137,897995;21929,447266
1;530;52,000000;1658,000000;150,201996;26514,664062
1;531;52,000000;1013,000000;148,876007;23883,574219
1;532;78,000000;1163,000000;145,298004;27317,650391
1;533;56,000000;1552,000000;149,535995;30743,714844
1;534;56,000000;1482,000000;141,744003;23886,013672
